measure,location,sex,cause,rei,val
Deaths,South Asia,Both,Diabetes and kidney diseases,Tobacco,35552
DALYs,Central Asia,Male,Sense organ diseases,Occupational risks,35553
DALYs,Western Sub-Saharan Africa,Male,Mental disorders,Other environmental risks,35604
DALYs,Australasia,Male,Unintentional injuries,Alcohol use,35711
DALYs,High-income North America,Male,Cancer,Low physical activity,35731
DALYs,World Bank High Income,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,35738
DALYs,Andean Latin America,Male,Unintentional injuries,Alcohol use,35740
Deaths,Southeast Asia,Both,HIV/AIDS,Unsafe sex,35748
DALYs,Oceania,Male,Chronic respiratory diseases,Occupational risks,35758
DALYs,Andean Latin America,Male,Self-harm,Alcohol use,35761
DALYs,Southern Latin America,Male,Respiratory infections and tuberculosis,Alcohol use,35762
DALYs,Southern Latin America,Female,Respiratory infections and tuberculosis,Air pollution,35771
DALYs,Central Asia,Female,Unintentional injuries,Low bone mineral density,35779
DALYs,Southeast Asia,Female,Digestive diseases,High body-mass index,35784
DALYs,World Bank High Income,Female,Sense organ diseases,High body-mass index,35788
DALYs,World Bank High Income,Male,Transport injuries,Tobacco,35824
Deaths,Eastern Sub-Saharan Africa,Male,Cardiovascular diseases,High fasting plasma glucose,35835
Deaths,South Asia,Female,Cancer,Dietary risks,35837
DALYs,Western Europe,Male,Unintentional injuries,Tobacco,35850
Deaths,East Asia,Both,Diabetes and kidney diseases,Air pollution,35854
Deaths,Western Europe,Both,Cardiovascular diseases,Other environmental risks,35888
Deaths,Central Sub-Saharan Africa,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",35947
DALYs,Southern Sub-Saharan Africa,Both,Sexually transmitted infections excluding HIV,Unsafe sex,35949
DALYs,Tropical Latin America,Both,Digestive diseases,Tobacco,35964
DALYs,Eastern Europe,Male,Sense organ diseases,Tobacco,36076
DALYs,Southern Sub-Saharan Africa,Female,Chronic respiratory diseases,High body-mass index,36099
DALYs,Australasia,Both,Cardiovascular diseases,Alcohol use,36143
DALYs,Central Europe,Female,Cancer,Occupational risks,36200
DALYs,Greece,Both,Diabetes and kidney diseases,Dietary risks,36215
DALYs,Andean Latin America,Female,Cardiovascular diseases,Tobacco,36230
DALYs,World Bank Lower Middle Income,Both,Interpersonal violence,Low bone mineral density,36250
Deaths,World Bank Upper Middle Income,Male,Diabetes and kidney diseases,Tobacco,36277
Deaths,World Bank Low Income,Both,Cardiovascular diseases,Low physical activity,36293
Deaths,South Asia,Both,Self-harm,Alcohol use,36317
DALYs,Andean Latin America,Male,Cancer,Alcohol use,36320
Deaths,Tropical Latin America,Male,Diabetes and kidney diseases,High fasting plasma glucose,36328
DALYs,North Africa and Middle East,Both,Sense organ diseases,Tobacco,36375
Deaths,North Africa and Middle East,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,36379
Deaths,Eastern Europe,Both,Cancer,Dietary risks,36427
Deaths,Global,Both,Diabetes and kidney diseases,Low physical activity,36435
DALYs,Australasia,Female,Cancer,Alcohol use,36436
Deaths,South Asia,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,36452
DALYs,High-income North America,Both,Digestive diseases,Tobacco,36476
Deaths,Central Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,36491
DALYs,Caribbean,Male,Cancer,Dietary risks,36496
Deaths,Western Europe,Male,Cancer,High fasting plasma glucose,36515
DALYs,United Kingdom,Female,Chronic respiratory diseases,High body-mass index,36520
DALYs,Southern Sub-Saharan Africa,Female,Musculoskeletal disorders,High body-mass index,36527
Deaths,North Africa and Middle East,Female,Diabetes and kidney diseases,High body-mass index,36566
DALYs,Tropical Latin America,Male,HIV/AIDS,Drug use,36572
DALYs,Western Sub-Saharan Africa,Both,Self-harm,Drug use,36592
DALYs,Western Sub-Saharan Africa,Male,Diabetes and kidney diseases,Alcohol use,36611
Deaths,World Bank Upper Middle Income,Both,Enteric infections,"Unsafe water, sanitation, and handwashing",36656
DALYs,World Bank Lower Middle Income,Male,Musculoskeletal disorders,Impaired kidney function,36718
Deaths,Central Europe,Both,Diabetes and kidney diseases,High fasting plasma glucose,36730
DALYs,Eastern Europe,Female,Cancer,Occupational risks,36763
Deaths,World Bank High Income,Male,Chronic respiratory diseases,Occupational risks,36775
Deaths,High-income Asia Pacific,Male,Cardiovascular diseases,High fasting plasma glucose,36803
DALYs,Eastern Europe,Both,Digestive diseases,High body-mass index,36808
DALYs,North Africa and Middle East,Both,Neurological disorders,Alcohol use,36810
DALYs,United Kingdom,Male,Diabetes and kidney diseases,High systolic blood pressure,36817
DALYs,Eastern Sub-Saharan Africa,Female,Transport injuries,Low bone mineral density,36822
DALYs,Southern Latin America,Female,HIV/AIDS,Unsafe sex,36871
Deaths,World Bank High Income,Female,Unintentional injuries,Low bone mineral density,36877
DALYs,Central Europe,Both,Cancer,Low physical activity,36909
Deaths,Tropical Latin America,Both,Diabetes and kidney diseases,Impaired kidney function,36951
DALYs,Central Sub-Saharan Africa,Both,Sexually transmitted infections excluding HIV,Unsafe sex,36965
DALYs,Tropical Latin America,Female,Sexually transmitted infections excluding HIV,Unsafe sex,36965
DALYs,Andean Latin America,Both,Digestive diseases,Drug use,36986
DALYs,Tropical Latin America,Female,Diabetes and kidney diseases,Low physical activity,36998
Deaths,Southeast Asia,Male,Diabetes and kidney diseases,High body-mass index,37002
Deaths,Southeast Asia,Male,Cardiovascular diseases,Low physical activity,37008
DALYs,Central Latin America,Male,Mental disorders,Childhood maltreatment,37041
Deaths,East Asia,Male,Diabetes and kidney diseases,High body-mass index,37044
Deaths,High-income Asia Pacific,Male,Cancer,Dietary risks,37054
DALYs,Tropical Latin America,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",37085
Deaths,Southern Sub-Saharan Africa,Female,Cardiovascular diseases,High systolic blood pressure,37092
DALYs,Caribbean,Male,Cancer,High body-mass index,37111
Deaths,World Bank Lower Middle Income,Female,Cancer,High fasting plasma glucose,37149
DALYs,Eastern Sub-Saharan Africa,Male,Digestive diseases,Tobacco,37176
DALYs,Central Latin America,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",37190
DALYs,Andean Latin America,Male,Chronic respiratory diseases,Tobacco,37217
DALYs,Southern Sub-Saharan Africa,Both,Cancer,Air pollution,37219
DALYs,Australasia,Female,Cancer,High body-mass index,37303
Deaths,Eastern Sub-Saharan Africa,Both,Diabetes and kidney diseases,Impaired kidney function,37332
DALYs,Tropical Latin America,Both,Cancer,Other environmental risks,37335
Deaths,World Bank Lower Middle Income,Male,Unintentional injuries,Low bone mineral density,37362
Deaths,Central Asia,Both,Cardiovascular diseases,Air pollution,37394
DALYs,Eastern Europe,Female,Neurological disorders,Tobacco,37496
DALYs,Central Latin America,Female,Sexually transmitted infections excluding HIV,Unsafe sex,37523
DALYs,Southern Latin America,Male,Cardiovascular diseases,Other environmental risks,37550
Deaths,Southeast Asia,Both,Chronic respiratory diseases,Occupational risks,37560
Deaths,Eastern Europe,Both,Digestive diseases,Alcohol use,37573
Deaths,High-income North America,Female,Diabetes and kidney diseases,High body-mass index,37611
DALYs,Southeast Asia,Both,Unintentional injuries,Tobacco,37680
DALYs,Caribbean,Both,Respiratory infections and tuberculosis,Alcohol use,37690
Deaths,World Bank Lower Middle Income,Both,HIV/AIDS,Drug use,37769
Deaths,Southern Sub-Saharan Africa,Both,Diabetes and kidney diseases,High fasting plasma glucose,37777
DALYs,Southern Latin America,Female,Neurological disorders,High body-mass index,37809
DALYs,Central Europe,Female,Digestive diseases,Drug use,37817
Deaths,High-income North America,Female,Cardiovascular diseases,Low physical activity,37821
DALYs,Eastern Europe,Female,Cancer,Low physical activity,37870
DALYs,United Kingdom,Male,Diabetes and kidney diseases,Tobacco,37919
DALYs,World Bank Low Income,Both,Cancer,Other environmental risks,37940
DALYs,Eastern Sub-Saharan Africa,Both,Cancer,Occupational risks,37960
DALYs,North Africa and Middle East,Female,Diabetes and kidney diseases,Other environmental risks,37987
DALYs,Greece,Male,Cardiovascular diseases,Alcohol use,38003
DALYs,Central Europe,Female,Chronic respiratory diseases,High body-mass index,38006
Deaths,World Bank Lower Middle Income,Female,Maternal disorders,Child and maternal malnutrition,38053
Deaths,World Bank Lower Middle Income,Both,Maternal disorders,Child and maternal malnutrition,38053
DALYs,Australasia,Both,Cancer,High fasting plasma glucose,38106
Deaths,Western Europe,Female,Neurological disorders,High fasting plasma glucose,38140
DALYs,Central Latin America,Female,Digestive diseases,High body-mass index,38140
Deaths,South Asia,Female,Diabetes and kidney diseases,Air pollution,38156
DALYs,Central Asia,Female,Cancer,Tobacco,38161
DALYs,World Bank Low Income,Female,Neurological disorders,High body-mass index,38174
Deaths,World Bank High Income,Both,Diabetes and kidney diseases,Air pollution,38179
DALYs,Eastern Sub-Saharan Africa,Male,Musculoskeletal disorders,High body-mass index,38230
DALYs,Central Europe,Both,Diabetes and kidney diseases,Low physical activity,38238
DALYs,Southern Sub-Saharan Africa,Male,Digestive diseases,Drug use,38251
DALYs,Southern Latin America,Both,Sense organ diseases,Occupational risks,38300
Deaths,East Asia,Male,Respiratory infections and tuberculosis,Air pollution,38312
DALYs,United Kingdom,Both,Respiratory infections and tuberculosis,Air pollution,38333
DALYs,Central Asia,Male,Cancer,Air pollution,38372
DALYs,Central Asia,Male,Musculoskeletal disorders,High body-mass index,38389
DALYs,Caribbean,Male,Musculoskeletal disorders,Occupational risks,38396
Deaths,World Bank Lower Middle Income,Female,Digestive diseases,Alcohol use,38396
Deaths,World Bank High Income,Male,Cardiovascular diseases,Alcohol use,38408
Deaths,World Bank Lower Middle Income,Male,Transport injuries,Alcohol use,38419
DALYs,Eastern Sub-Saharan Africa,Male,Mental disorders,Other environmental risks,38432
DALYs,Central Sub-Saharan Africa,Female,Cancer,Alcohol use,38435
DALYs,Eastern Europe,Both,Sense organ diseases,High fasting plasma glucose,38437
DALYs,Western Europe,Female,Digestive diseases,High body-mass index,38472
DALYs,Tropical Latin America,Female,Neurological disorders,High fasting plasma glucose,38491
Deaths,World Bank Low Income,Both,Cancer,Tobacco,38514
Deaths,World Bank Low Income,Both,Diabetes and kidney diseases,High systolic blood pressure,38526
Deaths,North Africa and Middle East,Both,Chronic respiratory diseases,Tobacco,38541
DALYs,Eastern Europe,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,38563
DALYs,Andean Latin America,Both,Chronic respiratory diseases,Occupational risks,38585
DALYs,Central Asia,Both,Neurological disorders,High body-mass index,38588
Deaths,Southeast Asia,Male,Chronic respiratory diseases,Air pollution,38599
Deaths,World Bank Lower Middle Income,Both,Cancer,Occupational risks,38617
DALYs,Southern Latin America,Both,Neurological disorders,High fasting plasma glucose,38625
DALYs,Tropical Latin America,Female,Cancer,Drug use,38730
Deaths,Southeast Asia,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",38738
Deaths,Western Europe,Male,Cardiovascular diseases,Air pollution,38744
Deaths,Central Asia,Female,Cardiovascular diseases,High body-mass index,38772
Deaths,Southeast Asia,Both,Diabetes and kidney diseases,Air pollution,38779
Deaths,United Kingdom,Female,Cardiovascular diseases,High systolic blood pressure,38812
Deaths,Southeast Asia,Male,Cardiovascular diseases,Other environmental risks,38851
Deaths,World Bank Lower Middle Income,Both,Neurological disorders,High body-mass index,38933
DALYs,Andean Latin America,Male,Cardiovascular diseases,Impaired kidney function,38975
DALYs,Central Sub-Saharan Africa,Female,Cardiovascular diseases,Other environmental risks,39029
DALYs,Southern Sub-Saharan Africa,Male,Cancer,Occupational risks,39055
DALYs,Central Europe,Both,Interpersonal violence,Alcohol use,39100
Deaths,World Bank Upper Middle Income,Both,Unintentional injuries,Alcohol use,39111
Deaths,Western Europe,Male,Cardiovascular diseases,Impaired kidney function,39112
DALYs,Central Europe,Male,Neurological disorders,High fasting plasma glucose,39113
DALYs,United Kingdom,Male,Neurological disorders,Tobacco,39130
Deaths,High-income North America,Male,Diabetes and kidney diseases,High body-mass index,39134
DALYs,World Bank Low Income,Male,Neurological disorders,High fasting plasma glucose,39153
Deaths,World Bank Low Income,Male,Diabetes and kidney diseases,Impaired kidney function,39189
DALYs,United Kingdom,Female,Diabetes and kidney diseases,High systolic blood pressure,39209
DALYs,High-income Asia Pacific,Female,Cancer,Occupational risks,39316
DALYs,Caribbean,Female,Interpersonal violence,Intimate partner violence,39340
DALYs,Caribbean,Both,Interpersonal violence,Intimate partner violence,39340
Deaths,South Asia,Female,Respiratory infections and tuberculosis,Tobacco,39345
DALYs,World Bank Low Income,Both,Sense organ diseases,High fasting plasma glucose,39381
DALYs,Central Latin America,Male,Transport injuries,Low bone mineral density,39402
DALYs,Central Latin America,Male,Neurological disorders,High fasting plasma glucose,39415
Deaths,World Bank Upper Middle Income,Male,Unintentional injuries,Occupational risks,39416
DALYs,High-income North America,Both,Mental disorders,Other environmental risks,39445
Deaths,World Bank Low Income,Both,Chronic respiratory diseases,Tobacco,39476
DALYs,Southern Sub-Saharan Africa,Male,Digestive diseases,Alcohol use,39493
DALYs,Western Sub-Saharan Africa,Male,Cancer,High fasting plasma glucose,39532
DALYs,Central Latin America,Male,Cancer,Drug use,39545
DALYs,Australasia,Both,Neurological disorders,High body-mass index,39545
DALYs,Western Sub-Saharan Africa,Female,Transport injuries,Low bone mineral density,39562
Deaths,Central Latin America,Male,Diabetes and kidney diseases,High body-mass index,39580
Deaths,World Bank High Income,Both,Digestive diseases,Drug use,39676
Deaths,World Bank Lower Middle Income,Female,Cancer,High body-mass index,39709
Deaths,Western Sub-Saharan Africa,Both,Diabetes and kidney diseases,Impaired kidney function,39718
Deaths,Southeast Asia,Female,Diabetes and kidney diseases,High systolic blood pressure,39726
DALYs,Australasia,Male,Diabetes and kidney diseases,Dietary risks,39735
DALYs,Central Europe,Female,Respiratory infections and tuberculosis,Air pollution,39752
Deaths,Central Europe,Both,Cardiovascular diseases,Alcohol use,39760
DALYs,Oceania,Both,Respiratory infections and tuberculosis,Alcohol use,39779
Deaths,North Africa and Middle East,Male,Diabetes and kidney diseases,Impaired kidney function,39824
Deaths,World Bank High Income,Female,Diabetes and kidney diseases,Dietary risks,39837
Deaths,Tropical Latin America,Both,Diabetes and kidney diseases,High body-mass index,39849
Deaths,North Africa and Middle East,Both,Respiratory infections and tuberculosis,Air pollution,39850
DALYs,Western Sub-Saharan Africa,Both,Cancer,Drug use,39873
